review_id,date,customer_id,channel,rating,review_text,sentiment_label
R0241,2024-11-05,C020,Instagram,5,"Jujur, Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap!",positive
R0242,2025-06-01,C007,Google Review,2,"Oh ya, Harga naik tapi porsi menyusut. Kurang oke.",negative
R0243,2025-09-03,,GrabFood,2,Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya.,negative
R0244,2024-10-21,C002,GrabFood,2,"Oh ya, Packaging bocor, kuah nasi tumpah di tas. Kecewa.",negative
R0245,2025-09-03,,GoFood,3,"Menurutku, Kue lapis enak tapi mahal untuk porsinya. 👍",neutral
R0246,2025-09-20,,ShopeeFood,3,"Oh ya, Roti coklatnya nggak ada coklatnya, cuma selai tipis. Tolong dievaluasi.",negative
R0247,2025-02-13,C012,ShopeeFood,2,"Kasir salah total, harus komplain dulu baru dikoreksi. Mohon diperbaiki.",negative
R0248,2024-07-09,,GrabFood,3,"Jujur, Nasi boxnya kurang bumbu, hambar. Kecewa.",negative
R0249,2025-01-24,C017,Google Review,5,"Oh ya, Nasi rendangnya mengingatkan masakan rumah. Recommended!",positive
R0250,2025-08-06,C009,ShopeeFood,5,Roti coklat keju lumer di mulut. Bakal order lagi. Recommended.,positive
R0251,2025-05-15,C017,Google Review,3,"Enaknya standar, harga juga standar.",neutral
R0252,2024-12-01,C012,ShopeeFood,3,"Pernah coba, okelah buat sesekali.",neutral
R0253,2024-10-03,C014,GoFood,5,"Btw, Langganan tiap minggu. Rasa konsisten, harga masuk akal. Lanjutkan ya.",positive
R0254,2024-12-14,C015,Google Review,2,"Kasir salah total, harus komplain dulu baru dikoreksi.",negative
R0255,2024-09-08,C007,Google Review,5,"Jujur, Harga lebih murah dari kompetitor, kualitas setara.",positive
R0256,2025-07-15,C015,Instagram,4,"Menu lengkap, tapi saya bingung pilih karena terlalu banyak varian. Recommended.",neutral
R0257,2025-04-14,,Google Review,4,"Rasanya tidak salah, tapi juga tidak memorable.",neutral
R0258,2024-09-24,,GrabFood,5,"Nasi box ayamnya porsi besar, bumbu meresap. Wajib coba. 👍",positive
R0259,2024-06-25,C010,Google Review,5,"Menurutku, Harga lebih murah dari kompetitor, kualitas setara.",positive
R0260,2024-11-14,C010,Instagram,4,"Menu lengkap, tapi saya bingung pilih karena terlalu banyak varian. Lanjutkan ya.",neutral
R0261,2024-09-26,C006,Instagram,1,"Pesan via GrabFood, kurir nyasar 1 jam. Makanan dingin.",negative
R0262,2025-07-18,,Instagram,1,"Oh ya, Pengiriman lama, rotinya sampai dingin. Kecewa. Tolong dievaluasi.",negative
R0263,2024-11-29,,Instagram,5,Nasi rendangnya mengingatkan masakan rumah. Recommended!,positive
R0264,2024-08-02,C020,Google Review,3,Akan coba lagi kalau kebetulan lewat.,neutral
R0265,2025-12-12,C015,ShopeeFood,5,Pelayanan ramah waktu dine-in. Tempat bersih.,positive
R0266,2024-12-01,,GoFood,5,"Menurutku, Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap! Recommended.",positive
R0267,2025-03-02,C010,GrabFood,2,Rating di Google 4.5 tapi menurut saya overrated. Mohon diperbaiki.,negative
R0268,2024-09-03,,ShopeeFood,3,"Biasa saja, tidak luar biasa tidak juga buruk. Thanks.",neutral
R0269,2025-06-27,,Google Review,1,"Pengiriman lama, rotinya sampai dingin. Kecewa. Kecewa.",negative
R0270,2025-07-23,C001,Instagram,2,"Kasir salah total, harus komplain dulu baru dikoreksi.",negative
R0271,2024-06-15,C014,Instagram,5,"Oh ya, Roti coklat keju lumer di mulut. Bakal order lagi.",positive
R0272,2025-02-15,C005,Google Review,2,Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya.,negative
R0273,2024-12-07,C015,Instagram,2,Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya.,negative
R0274,2024-06-16,C007,Instagram,2,"Menurutku, Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya. Mohon diperbaiki.",negative
R0275,2025-07-11,C008,ShopeeFood,5,Pelayanan ramah waktu dine-in. Tempat bersih. 👍,positive
R0276,2024-08-24,,Instagram,3,"Oh ya, Kue lapis enak tapi mahal untuk porsinya. Recommended.",neutral
R0277,2025-03-20,,GoFood,3,"Oh ya, Baru pertama kali coba, belum bisa nilai.",neutral
R0278,2024-09-25,C015,Google Review,4,"Anak saya alergi susu, mereka bantu cek komposisi. Thoughtful. Lanjutkan ya.",positive
R0279,2025-01-28,C006,GrabFood,3,"Pernah coba, okelah buat sesekali.",neutral
R0280,2025-08-28,C017,GrabFood,3,"Roti oke, tapi saya prefer yang lain untuk sarapan. Lanjutkan ya.",neutral
R0281,2025-06-29,C010,Google Review,2,"Kasir salah total, harus komplain dulu baru dikoreksi.",negative
R0282,2024-10-16,C013,Instagram,5,"Btw, Favorit keluarga. Donat gulanya empuk dan harum.",positive
R0283,2024-07-25,C020,GrabFood,3,"Oh ya, Baru pertama kali coba, belum bisa nilai. Lanjutkan ya.",neutral
R0284,2025-07-22,C015,Instagram,5,"Kue lapisnya juara. Tidak terlalu manis, tekstur pas.",positive
R0285,2025-05-21,,Google Review,5,"Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap! 👍",positive
R0286,2025-03-25,C016,ShopeeFood,2,Rating di Google 4.5 tapi menurut saya overrated. Kecewa.,negative
R0287,2025-02-19,C008,GrabFood,4,"Pelayanan cukup, antrian cukup. Semua rata-rata.",neutral
R0288,2024-07-16,C014,GoFood,3,"Jujur, Kue lapis enak tapi mahal untuk porsinya. Thanks.",neutral
R0289,2024-10-24,C008,Instagram,3,"Nasi boxnya kurang bumbu, hambar.",negative
R0290,2025-12-11,C016,ShopeeFood,3,"Oh ya, Baru pertama kali coba, belum bisa nilai.",neutral
R0291,2024-11-13,C005,GrabFood,5,"Btw, Kue lapisnya juara. Tidak terlalu manis, tekstur pas.",positive
R0292,2024-07-06,,Instagram,5,"Harga lebih murah dari kompetitor, kualitas setara. Lanjutkan ya.",positive
R0293,2025-04-01,C016,GrabFood,3,Kue lapis enak tapi mahal untuk porsinya.,neutral
R0294,2024-07-31,C013,Instagram,5,"Menurutku, Nasi rendangnya mengingatkan masakan rumah. Recommended! Recommended.",positive
R0295,2024-08-02,,Google Review,5,Pelayanan ramah waktu dine-in. Tempat bersih.,positive
R0296,2024-06-25,,Instagram,5,"Jujur, Nasi rendangnya mengingatkan masakan rumah. Recommended! Recommended.",positive
R0297,2024-09-26,C014,GoFood,5,Pelayanan ramah waktu dine-in. Tempat bersih. 👍,positive
R0298,2024-08-28,C011,ShopeeFood,3,"Oh ya, Kue lapis enak tapi mahal untuk porsinya. Lanjutkan ya.",neutral
R0299,2024-10-28,,GrabFood,3,"Biasa saja, tidak luar biasa tidak juga buruk. Lanjutkan ya.",neutral
R0300,2025-05-16,,ShopeeFood,2,"Menurutku, Rating di Google 4.5 tapi menurut saya overrated.",negative
R0301,2025-05-23,C006,ShopeeFood,3,"Jujur, Roti oke, tapi saya prefer yang lain untuk sarapan.",neutral
R0302,2025-07-22,C002,ShopeeFood,3,"Menurutku, Roti coklatnya nggak ada coklatnya, cuma selai tipis. Kecewa.",negative
R0303,2024-09-21,,Google Review,3,"Menurutku, Akan coba lagi kalau kebetulan lewat.",neutral
R0304,2025-03-23,,GoFood,3,Kue lapis enak tapi mahal untuk porsinya.,neutral
R0305,2025-04-19,C015,Instagram,1,"Donatnya keras, kayaknya bukan hari itu dibuat. Mohon diperbaiki.",negative
R0306,2025-08-17,C020,Instagram,5,"Menurutku, Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap!",positive
R0307,2025-07-09,,GoFood,2,"Oh ya, Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya.",negative
R0308,2025-02-20,,Google Review,5,"Menurutku, Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap!",positive
R0309,2024-09-13,C015,ShopeeFood,3,"Kopi lumayan, tapi tidak se-spesial yang diklaim.",neutral
R0310,2025-12-30,,GrabFood,2,"Packaging bocor, kuah nasi tumpah di tas.",negative
R0311,2025-01-27,C006,GrabFood,4,"Oh ya, Rasanya tidak salah, tapi juga tidak memorable.",neutral
R0312,2025-12-04,C018,Google Review,2,"Kasir salah total, harus komplain dulu baru dikoreksi. Kecewa.",negative
R0313,2025-05-30,C005,GoFood,2,"Kasir salah total, harus komplain dulu baru dikoreksi.",negative
R0314,2024-11-11,,GrabFood,4,"Oh ya, Sudah order 3 kali, belum pernah kecewa.",positive
R0315,2025-11-11,C009,ShopeeFood,5,"Btw, Harga lebih murah dari kompetitor, kualitas setara.",positive
R0316,2025-11-28,C018,Google Review,4,"Rasanya tidak salah, tapi juga tidak memorable.",neutral
R0317,2025-02-24,,GrabFood,4,"Stok selalu ada, kurir ShopeeFood cepat. Good job.",positive
R0318,2025-02-28,,GrabFood,5,Roti coklat keju lumer di mulut. Bakal order lagi. 👍,positive
R0319,2024-06-22,,GrabFood,5,Nasi rendangnya mengingatkan masakan rumah. Recommended!,positive
R0320,2025-04-04,C005,Instagram,1,"Jujur, Pesan 10 box, 2 box isinya kurang. Disappointed.",negative
R0321,2024-12-24,,ShopeeFood,1,"Menurutku, Tempat sempit, parkir sulit di weekend.",negative
R0322,2024-12-29,C010,GoFood,4,"Jujur, Pelayanan cukup, antrian cukup. Semua rata-rata. Lanjutkan ya.",neutral
R0323,2024-12-17,,Google Review,3,"Aplikasinya error terus waktu mau bayar, ribet. Kecewa.",negative
R0324,2025-10-30,C005,Google Review,3,"Roti coklatnya nggak ada coklatnya, cuma selai tipis.",negative
R0325,2024-10-12,,ShopeeFood,5,Nasi rendangnya mengingatkan masakan rumah. Recommended! Lanjutkan ya.,positive
R0326,2024-07-22,,ShopeeFood,5,"Menurutku, Harga lebih murah dari kompetitor, kualitas setara.",positive
R0327,2025-04-24,,Instagram,5,"Oh ya, Nasi box ayamnya porsi besar, bumbu meresap. Wajib coba. 👍",positive
R0328,2025-05-08,C017,ShopeeFood,3,"Kopi lumayan, tapi tidak se-spesial yang diklaim. Lanjutkan ya.",neutral
R0329,2025-04-18,,GrabFood,2,"Jujur, Packaging bocor, kuah nasi tumpah di tas. Kecewa.",negative
R0330,2024-09-17,C014,Google Review,5,"Langganan tiap minggu. Rasa konsisten, harga masuk akal.",positive
R0331,2024-08-11,C010,ShopeeFood,4,"Menurutku, Stok selalu ada, kurir ShopeeFood cepat. Good job. 👍",positive
R0332,2025-07-17,,GoFood,2,Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya. Mohon diperbaiki.,negative
R0333,2024-10-14,,ShopeeFood,1,"Tempat sempit, parkir sulit di weekend.",negative
R0334,2024-07-07,C002,ShopeeFood,2,Harga naik tapi porsi menyusut. Kurang oke.,negative
R0335,2025-01-04,C005,ShopeeFood,3,"Biasa saja, tidak luar biasa tidak juga buruk. Lanjutkan ya.",neutral
R0336,2024-06-02,C002,Google Review,4,"Menurutku, Stok selalu ada, kurir ShopeeFood cepat. Good job.",positive
R0337,2025-09-20,C016,Instagram,1,"Btw, Pesan via GrabFood, kurir nyasar 1 jam. Makanan dingin. Mohon diperbaiki.",negative
R0338,2025-10-11,C020,GoFood,2,Rating di Google 4.5 tapi menurut saya overrated.,negative
R0339,2025-04-19,C019,GrabFood,4,"Oh ya, Rasanya tidak salah, tapi juga tidak memorable.",neutral
R0340,2025-08-29,C011,GrabFood,3,"Roti coklatnya nggak ada coklatnya, cuma selai tipis.",negative
R0341,2025-07-02,C011,Instagram,3,"Oh ya, Roti coklatnya nggak ada coklatnya, cuma selai tipis.",negative
R0342,2025-09-17,C019,GrabFood,5,"Nasi box ayamnya porsi besar, bumbu meresap. Wajib coba. Recommended.",positive
R0343,2024-10-31,,GrabFood,5,"Menurutku, Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap!",positive
R0344,2025-12-15,C010,Google Review,3,"Oh ya, Baru pertama kali coba, belum bisa nilai. Lanjutkan ya.",neutral
R0345,2024-06-23,,ShopeeFood,5,"Menurutku, Rotinya lembut banget, anak-anak suka. Packingnya rapi.",positive
R0346,2025-12-10,C010,Google Review,1,"Menurutku, Tempat sempit, parkir sulit di weekend.",negative
R0347,2025-06-21,C018,GrabFood,3,"Jujur, Roti oke, tapi saya prefer yang lain untuk sarapan.",neutral
R0348,2024-12-06,C012,Google Review,4,"Menu lengkap, tapi saya bingung pilih karena terlalu banyak varian. Recommended.",neutral
R0349,2025-08-06,,GoFood,4,"Oh ya, Rasanya tidak salah, tapi juga tidak memorable. Thanks.",neutral
R0350,2024-10-19,C015,Instagram,3,Kue lapis enak tapi mahal untuk porsinya. Thanks.,neutral
R0351,2025-01-01,C016,GrabFood,4,"Oh ya, Sudah order 3 kali, belum pernah kecewa.",positive
R0352,2024-09-19,C009,Google Review,1,"Btw, Tempat sempit, parkir sulit di weekend. Mohon diperbaiki.",negative
R0353,2025-05-22,C018,Instagram,5,"Langganan tiap minggu. Rasa konsisten, harga masuk akal. Thanks.",positive
R0354,2025-05-11,C003,GrabFood,3,"Aplikasinya error terus waktu mau bayar, ribet.",negative
R0355,2024-08-20,,Google Review,3,"Biasa saja, tidak luar biasa tidak juga buruk.",neutral
R0356,2025-05-05,,GoFood,2,"Btw, Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya.",negative
R0357,2025-03-31,,Instagram,4,"Anak saya alergi susu, mereka bantu cek komposisi. Thoughtful. Lanjutkan ya.",positive
R0358,2024-10-02,C015,ShopeeFood,2,"Menurutku, Packaging bocor, kuah nasi tumpah di tas. Mohon diperbaiki.",negative
R0359,2025-09-22,C003,GrabFood,5,"Langganan tiap minggu. Rasa konsisten, harga masuk akal. Thanks.",positive
R0360,2025-06-19,C010,ShopeeFood,3,"Biasa saja, tidak luar biasa tidak juga buruk.",neutral
R0361,2024-10-29,C007,GoFood,2,"Oh ya, Kasir salah total, harus komplain dulu baru dikoreksi. Tolong dievaluasi.",negative
R0362,2024-10-13,,GrabFood,5,"Oh ya, Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap!",positive
R0363,2024-06-29,C020,GoFood,2,Harga naik tapi porsi menyusut. Kurang oke. Kecewa.,negative
R0364,2025-04-29,C019,Instagram,4,"Sudah order 3 kali, belum pernah kecewa.",positive
R0365,2025-09-28,,GoFood,5,"Menurutku, Pelayanan ramah waktu dine-in. Tempat bersih.",positive
R0366,2025-07-29,C003,Instagram,3,"Roti coklatnya nggak ada coklatnya, cuma selai tipis.",negative
R0367,2025-04-25,C004,ShopeeFood,5,"Oh ya, Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap!",positive
R0368,2024-09-22,C011,Instagram,2,"Oh ya, Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya. Mohon diperbaiki.",negative
R0369,2025-05-28,,ShopeeFood,2,Rating di Google 4.5 tapi menurut saya overrated. Mohon diperbaiki.,negative
R0370,2025-03-30,C009,GoFood,5,"Btw, Langganan tiap minggu. Rasa konsisten, harga masuk akal. 👍",positive
R0371,2025-11-17,,Google Review,3,Kue lapis enak tapi mahal untuk porsinya.,neutral
R0372,2025-01-23,,Instagram,3,"Btw, Antri 30 menit untuk dine-in. Staf kurang sigap. Kecewa.",negative
R0373,2024-08-27,,Instagram,1,"Btw, Tempat sempit, parkir sulit di weekend. Mohon diperbaiki.",negative
R0374,2025-11-10,C005,ShopeeFood,5,"Oh ya, Pelayanan ramah waktu dine-in. Tempat bersih.",positive
R0375,2025-01-02,C015,ShopeeFood,4,"Bagi saya nasi boxnya terlalu pedas, untuk yang suka pedas mungkin pas.",neutral
R0376,2025-06-05,C014,GrabFood,4,"Kopi tubruknya khas, pahit sedikit tapi enak.",positive
R0377,2025-04-20,C010,GrabFood,3,"Jujur, Baru pertama kali coba, belum bisa nilai. 👍",neutral
R0378,2024-06-20,C017,GoFood,5,"Langganan tiap minggu. Rasa konsisten, harga masuk akal. Lanjutkan ya.",positive
R0379,2024-11-10,,ShopeeFood,3,"Oh ya, Enaknya standar, harga juga standar. Thanks.",neutral
R0380,2024-09-11,C008,GoFood,2,"Kasir salah total, harus komplain dulu baru dikoreksi.",negative
R0381,2025-10-06,C007,Instagram,1,"Btw, Pesan 10 box, 2 box isinya kurang. Disappointed. Mohon diperbaiki.",negative
R0382,2024-08-04,,Instagram,3,"Jujur, Kue lapis enak tapi mahal untuk porsinya. Recommended.",neutral
R0383,2025-11-22,C006,GrabFood,4,"Jujur, Anak saya alergi susu, mereka bantu cek komposisi. Thoughtful.",positive
R0384,2025-10-16,,Instagram,1,"Tempat sempit, parkir sulit di weekend. Mohon diperbaiki.",negative
R0385,2024-07-23,,GrabFood,5,"Jujur, Kue lapisnya juara. Tidak terlalu manis, tekstur pas. Thanks.",positive
R0386,2025-05-10,C004,Instagram,5,"Oh ya, Nasi box ayamnya porsi besar, bumbu meresap. Wajib coba.",positive
R0387,2025-01-11,C015,Instagram,3,"Menurutku, Aplikasinya error terus waktu mau bayar, ribet. Mohon diperbaiki.",negative
R0388,2025-06-04,C004,ShopeeFood,4,"Jujur, Pesanan 50 box buat rapat kantor, datang tepat waktu. Kerja sama lagi. Lanjutkan ya.",positive
R0389,2025-06-21,C009,GoFood,1,"Tempat sempit, parkir sulit di weekend. Kecewa.",negative
R0390,2024-06-03,C018,GrabFood,4,"Oh ya, Sudah order 3 kali, belum pernah kecewa. Recommended.",positive
R0391,2025-09-02,C013,GrabFood,5,Favorit keluarga. Donat gulanya empuk dan harum.,positive
R0392,2024-08-21,,GoFood,1,"Donatnya keras, kayaknya bukan hari itu dibuat. Mohon diperbaiki.",negative
R0393,2025-12-29,C003,GoFood,1,"Pesan via GrabFood, kurir nyasar 1 jam. Makanan dingin.",negative
R0394,2024-06-30,C019,Instagram,3,"Biasa saja, tidak luar biasa tidak juga buruk.",neutral
R0395,2025-10-26,C015,GrabFood,3,"Aplikasinya error terus waktu mau bayar, ribet.",negative
R0396,2024-06-14,C011,GoFood,3,Antri 30 menit untuk dine-in. Staf kurang sigap.,negative
R0397,2025-12-24,C007,GrabFood,5,"Oh ya, Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap! 👍",positive
R0398,2024-06-08,,ShopeeFood,5,"Rotinya lembut banget, anak-anak suka. Packingnya rapi. 👍",positive
R0399,2025-09-20,C003,Instagram,3,Kue lapis enak tapi mahal untuk porsinya.,neutral
R0400,2024-08-03,C016,GoFood,4,"Oh ya, Pesanan 50 box buat rapat kantor, datang tepat waktu. Kerja sama lagi.",positive
R0401,2025-09-13,C003,Google Review,4,"Anak saya alergi susu, mereka bantu cek komposisi. Thoughtful. Lanjutkan ya.",positive
R0402,2025-10-07,,GoFood,5,Nasi rendangnya mengingatkan masakan rumah. Recommended!,positive
R0403,2025-12-04,C020,ShopeeFood,4,"Oh ya, Pesanan 50 box buat rapat kantor, datang tepat waktu. Kerja sama lagi.",positive
R0404,2025-07-19,C015,GrabFood,2,"Jujur, Packaging bocor, kuah nasi tumpah di tas.",negative
R0405,2024-06-12,C002,Google Review,5,"Menurutku, Rotinya lembut banget, anak-anak suka. Packingnya rapi. Recommended.",positive
R0406,2024-10-05,,Google Review,4,"Menu lengkap, tapi saya bingung pilih karena terlalu banyak varian. Lanjutkan ya.",neutral
R0407,2025-04-01,C014,GrabFood,4,"Btw, Sudah order 3 kali, belum pernah kecewa.",positive
R0408,2024-08-29,,ShopeeFood,2,Harga naik tapi porsi menyusut. Kurang oke. Kecewa.,negative
R0409,2025-07-31,C002,GoFood,5,"Oh ya, Roti coklat keju lumer di mulut. Bakal order lagi.",positive
R0410,2025-11-17,C001,ShopeeFood,4,"Anak saya alergi susu, mereka bantu cek komposisi. Thoughtful.",positive
R0411,2025-06-23,C016,Instagram,3,"Jujur, Kue lapis enak tapi mahal untuk porsinya. 👍",neutral
R0412,2024-09-12,C005,Google Review,3,"Biasa saja, tidak luar biasa tidak juga buruk.",neutral
R0413,2024-08-02,C001,GrabFood,5,"Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap!",positive
R0414,2024-11-20,,GoFood,4,"Jujur, Rasanya tidak salah, tapi juga tidak memorable. Thanks.",neutral
R0415,2024-10-16,C001,ShopeeFood,5,Nasi rendangnya mengingatkan masakan rumah. Recommended! Thanks.,positive
R0416,2025-08-10,,GrabFood,3,"Baru pertama kali coba, belum bisa nilai.",neutral
R0417,2025-10-21,C019,GoFood,1,"Pesan 10 box, 2 box isinya kurang. Disappointed.",negative
R0418,2025-07-27,C011,GoFood,5,Roti coklat keju lumer di mulut. Bakal order lagi. Thanks.,positive
R0419,2024-12-29,,Instagram,3,Akan coba lagi kalau kebetulan lewat. Recommended.,neutral
R0420,2024-07-16,C012,GoFood,1,"Oh ya, Pesan 10 box, 2 box isinya kurang. Disappointed. Kecewa.",negative
R0421,2025-01-21,C011,ShopeeFood,5,"Oh ya, Nasi box ayamnya porsi besar, bumbu meresap. Wajib coba.",positive
R0422,2025-03-18,C009,ShopeeFood,5,"Langganan tiap minggu. Rasa konsisten, harga masuk akal.",positive
R0423,2025-08-11,C014,GoFood,3,"Btw, Pernah coba, okelah buat sesekali. 👍",neutral
R0424,2024-10-30,C014,Google Review,3,"Biasa saja, tidak luar biasa tidak juga buruk.",neutral
R0425,2024-06-04,C019,ShopeeFood,3,"Jujur, Roti oke, tapi saya prefer yang lain untuk sarapan.",neutral
R0426,2025-05-28,C019,Instagram,5,"Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap!",positive
R0427,2025-09-21,C005,GoFood,4,"Btw, Rasanya tidak salah, tapi juga tidak memorable. Thanks.",neutral
R0428,2025-06-05,C007,GoFood,4,"Pesanan 50 box buat rapat kantor, datang tepat waktu. Kerja sama lagi.",positive
R0429,2025-03-17,C006,GrabFood,5,Roti coklat keju lumer di mulut. Bakal order lagi.,positive
R0430,2024-08-26,,Instagram,1,"Pesan 10 box, 2 box isinya kurang. Disappointed. Kecewa.",negative
R0431,2024-12-19,,GoFood,4,"Rasanya tidak salah, tapi juga tidak memorable. Lanjutkan ya.",neutral
R0432,2024-12-03,,ShopeeFood,1,"Pesan via GrabFood, kurir nyasar 1 jam. Makanan dingin. Kecewa.",negative
R0433,2025-10-24,,GoFood,5,"Jujur, Nasi rendangnya mengingatkan masakan rumah. Recommended! 👍",positive
R0434,2024-09-24,,ShopeeFood,5,"Btw, Pelayanan ramah waktu dine-in. Tempat bersih. Lanjutkan ya.",positive
R0435,2024-07-01,C003,ShopeeFood,2,Harga naik tapi porsi menyusut. Kurang oke. Kecewa.,negative
R0436,2025-03-19,C014,GoFood,3,"Btw, Roti coklatnya nggak ada coklatnya, cuma selai tipis. Mohon diperbaiki.",negative
R0437,2024-09-08,,GrabFood,1,"Btw, Pengiriman lama, rotinya sampai dingin. Kecewa.",negative
R0438,2025-02-07,C002,Google Review,3,"Jujur, Kopi lumayan, tapi tidak se-spesial yang diklaim.",neutral
R0439,2025-12-07,,Google Review,1,"Menurutku, Pesan via GrabFood, kurir nyasar 1 jam. Makanan dingin. Tolong dievaluasi.",negative
R0440,2025-02-17,C002,ShopeeFood,3,"Jujur, Enaknya standar, harga juga standar. 👍",neutral
R0441,2024-06-05,C011,ShopeeFood,2,"Oh ya, Kopi tubruknya terlalu pahit, mungkin gosong.",negative
R0442,2024-08-12,,GrabFood,1,"Donatnya keras, kayaknya bukan hari itu dibuat.",negative
R0443,2025-03-14,C001,GrabFood,2,"Oh ya, Rating di Google 4.5 tapi menurut saya overrated.",negative
R0444,2025-12-20,C002,ShopeeFood,2,"Oh ya, Kasir salah total, harus komplain dulu baru dikoreksi.",negative
R0445,2024-08-25,C010,Instagram,3,"Menurutku, Akan coba lagi kalau kebetulan lewat.",neutral
R0446,2024-12-07,,Instagram,5,"Nasi box ayamnya porsi besar, bumbu meresap. Wajib coba. Thanks.",positive
R0447,2024-12-29,,Instagram,5,"Langganan tiap minggu. Rasa konsisten, harga masuk akal. Lanjutkan ya.",positive
R0448,2025-03-31,C019,Instagram,4,"Jujur, Pesanan 50 box buat rapat kantor, datang tepat waktu. Kerja sama lagi.",positive
R0449,2025-12-28,C008,ShopeeFood,3,"Nasi boxnya kurang bumbu, hambar. Mohon diperbaiki.",negative
R0450,2025-03-10,C005,Instagram,2,"Jujur, Rating di Google 4.5 tapi menurut saya overrated. Kecewa.",negative
R0451,2025-05-26,C008,GoFood,5,"Oh ya, Rotinya lembut banget, anak-anak suka. Packingnya rapi. 👍",positive
R0452,2025-12-02,C015,Google Review,5,"Oh ya, Pelayanan ramah waktu dine-in. Tempat bersih. Thanks.",positive
R0453,2024-07-21,C019,Instagram,5,"Rotinya lembut banget, anak-anak suka. Packingnya rapi. Recommended.",positive
R0454,2025-01-24,C002,GoFood,3,Antri 30 menit untuk dine-in. Staf kurang sigap. Kecewa.,negative
R0455,2025-04-24,,ShopeeFood,5,Roti coklat keju lumer di mulut. Bakal order lagi. Thanks.,positive
R0456,2024-11-12,,GoFood,1,"Pesan via GrabFood, kurir nyasar 1 jam. Makanan dingin.",negative
R0457,2025-11-03,,Google Review,4,"Rasanya tidak salah, tapi juga tidak memorable. 👍",neutral
R0458,2025-06-16,C009,Instagram,5,"Oh ya, Nasi box ayamnya porsi besar, bumbu meresap. Wajib coba.",positive
R0459,2025-01-26,,Instagram,2,"Jujur, Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya.",negative
R0460,2024-11-10,C012,ShopeeFood,3,"Oh ya, Kopi lumayan, tapi tidak se-spesial yang diklaim. 👍",neutral
R0461,2025-04-25,C012,GrabFood,3,"Btw, Enaknya standar, harga juga standar. Lanjutkan ya.",neutral
R0462,2025-06-06,C016,GoFood,1,"Donatnya keras, kayaknya bukan hari itu dibuat.",negative
R0463,2024-07-02,C004,GoFood,4,"Menu lengkap, tapi saya bingung pilih karena terlalu banyak varian.",neutral
R0464,2025-03-30,,ShopeeFood,4,"Kopi tubruknya khas, pahit sedikit tapi enak.",positive
R0465,2024-12-06,,GrabFood,5,"Btw, Pesan via GoFood, sampai 20 menit. Masih hangat. Mantap! 👍",positive
R0466,2025-11-07,C005,GoFood,5,Roti coklat keju lumer di mulut. Bakal order lagi.,positive
R0467,2025-12-28,,ShopeeFood,5,"Btw, Rotinya lembut banget, anak-anak suka. Packingnya rapi.",positive
R0468,2024-08-15,,GoFood,3,"Oh ya, Roti oke, tapi saya prefer yang lain untuk sarapan. 👍",neutral
R0469,2025-07-17,,ShopeeFood,1,"Menurutku, Donatnya keras, kayaknya bukan hari itu dibuat.",negative
R0470,2024-12-08,C014,Google Review,2,Harga naik tapi porsi menyusut. Kurang oke.,negative
R0471,2025-01-11,C006,ShopeeFood,3,"Roti oke, tapi saya prefer yang lain untuk sarapan. Thanks.",neutral
R0472,2025-10-03,,ShopeeFood,4,"Jujur, Stok selalu ada, kurir ShopeeFood cepat. Good job.",positive
R0473,2025-11-08,C008,GrabFood,3,"Baru pertama kali coba, belum bisa nilai.",neutral
R0474,2024-12-05,C014,GrabFood,4,"Rasanya tidak salah, tapi juga tidak memorable.",neutral
R0475,2025-06-12,C015,GrabFood,2,"Btw, Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya. Tolong dievaluasi.",negative
R0476,2024-10-24,C014,Instagram,4,"Menurutku, Kopi tubruknya khas, pahit sedikit tapi enak.",positive
R0477,2024-08-19,,Instagram,5,Pelayanan ramah waktu dine-in. Tempat bersih. Recommended.,positive
R0478,2024-10-19,C015,GoFood,1,"Pesan 10 box, 2 box isinya kurang. Disappointed. Tolong dievaluasi.",negative
R0479,2025-09-09,,GrabFood,4,"Pelayanan cukup, antrian cukup. Semua rata-rata. Recommended.",neutral
R0480,2025-08-18,,Google Review,3,Antri 30 menit untuk dine-in. Staf kurang sigap.,negative
R0481,2025-07-31,C005,Google Review,1,"Pengiriman lama, rotinya sampai dingin. Kecewa.",negative
